Everybody: The sheet is closed from further editing. We still need help with Pashto, Tigrinya, Amharic and the Kurdish languages. If you can help with that, get in touch with medical@refugeephrasebook.de																																						
Ich habe Blutungen nach der Menopause	انتهت عادتي الشهرية لكني ما زلت أنزف 	My periods finished, but I am bleeding again		Regl dönemim bitti ama kanamam durmuyor.	Je suis ménopausée, mais je saigne encore	خونریزی بعد از یأسگی دارم	আমার মাসিক বন্ধ হয়ে গেছে, কিন্তু রক্ত পড়ছে। 		Unë kam gjakderdhje pas menopauzës	Menopauza mi je završila, ali krvarim i dalje.	Менопауза ми је завршила, али крварим и даље.	Месячные закончились, но у меня опять течет кровь	Sono in menopausa ma ho altre perdite di sangue 		Dema min a bênimêjiyan qadiya lê xwîna min nasekine.	Jag blöder trots att jag är i övergångsåldern./Menstrasjonen min er ferdig, men jeg blør fordet. Alterntiv: Jeg har blødninger etter overgangsalderen.					میرے ایام ماہواری ختم ہو گئے ہیں لیکن میرا خون بہہ رہا ہے 	C: Krvácím i po menopauze S: Krvácam aj keď som v menopauze	Soy menopáusica pero tengo pérdidas / sangrado	Veget ert a menstruaciom de meg mindig verzem.	O meu período acaba mas eu continuo a sangrar	Αιμορραγώ ενώ είμαι στην εμμηνόπαυση.	Sângerez dupa ce am avut menopauza	Jsem po menstruaci, ale stále krvácím.	Имам кървене след менопаузата.	Сеуште крварам и после менопауза (Seuste krvaram i posle menopauza)	Wala na akong regla pero nagdurugo nanaman ako		Krawię, chociaż jestem po menopauzie	Menstruacije nimam več, toda zopet krvavim		Ik ben al in de menopauze maar ik ben nu aan het bloeden		
																																						
Kopf	رأس	head		Baş/kafa	Tête	سر	মাথা		Koka	glava	глава	Голова	Testa	sar	Ser	Huvud/Hode	pää				سر	hlava	Cabeza	Fej	cabeça	κεφάλι 	Cap	hlava	глава	глава (glava)	Ulo	Dau	głowa	glava		hoofd		
Auge	عين	eye		Göz	Oeil	چشم	চোখ		Syri	oko	око	Глаз	Occhi	tshaw	Çav	Öga/Øye	silmä				آنکھ	oko	Ojo	Szem	olho	μάτι 	Ochi	oko	око	око (oko)	Mata	Mat	oko	oko		oog		
Ohr	أذن	ear		Kulak	Oreille	گوش	কান		Veshi	uho (uvo)	уво	Ухо	Orecchie	gwe	Guh	Öra/Øre	korva				کان	ucho	Oreja	Ful	orelha	αυτί	Ureche	ucho	ухо	уво (uvo)	tenga	Tai	ucho	uho		oor		
Mund	فم	mouth		Ağız	Bouche	دهان	মুখ		Goja	usta	 	Рот	Bocca	dam	Dev	Mun/Munn	suu					ústa	Boca	Szaj	boca	στόμα 	Gura	ústa / pusa	уста	уста (usta)	Bibig	Mom	usta	usta		mond		
Gesicht	وجه	face		Yüz	Visage	صورت	চেহারা		Fytyra	lice	лице	Лицо	Viso	damutshaw	Rû	Ansikte/Ansikt	kasvot				چہرہ	C: tvář S: tvár	Cara / Rostro	Arc	face	πρόσωπο	Fata	obličej	лице	лице (lice)	muka	Mat	twarz	obraz		gezicht		
Hals	رقبة	neck		Ense	Cou	گردن	গলা		Gryka	grlo	грло	Шея	Collo		Stu / Qirrik	Hals/Nakke	niska				گردن	krk	Cuello	Nyak	pescoço	λαιμός	Gât	krk	гърло	грло (grlo)	leeg	Co	szyja	vrat		nek		
Schulter	كتف	shoulder		Omuz	Epaule	كتف	কাঁধ		Shpatulla	rame                                                                      	плећа раме	Плечо	Spalla 		Mil	Axel/Skulder	hartiat				کندھے 	rameno	Hombro	Vall	ombro	ώμος	Umâr	rameno	рамо	рамо (ramo)	balikat	Vai	ramię	rama		schouder		
Ellbogen	كوع	elbow		Dirsek	Coude	آرنج	কনুই		Brryli	lakat	лакат	Локоть	Gomito		Enîşk	Armbåge/Albue	kyynerpää				کہنی 	C: loket S: lakeť	Codo	Konyok	cotovelo	αγκώνας	Cot	loket	лакът	лакт (lakt)	siko	Khuỷu tay	łokieć	komolec		elleboog		
Hüfte	الورك	hip		Kalça	Hanche	کپل	কোমর		Ngofje	kuk	бок / кук	Бедро	Anca		Kemax / Qorik	Höft/Hofte	lonkka				چولہے 	bok	Cadera	Csipo	quadril/anca	γοφός	Șold	kyčel	бедро	колк (kolk)	balakang	Hông	biodro	bok		heup		
Knie	ركبة	knee		Diz	Genou	زانو	হাঁটু 		Gjuri	koljeno (koleno)	колено	Колено	Ginocchio	ajno	Çok	Knä/Kne	polvi				گھٹنا	koleno	Rodilla	Terd	joelho	γόνατο	Genunchi	koleno	коляно	колено (koleno)	tuhod	Dau goi	kolano	koleno		knie		
Knöchel	كعب	ankle		Ayak bileği	Cheville	قوزک	গোড়ালি		Kyçi i këmbës	zglob	скочни зглоб	Лодыжка/щиколотка	Caviglia		Gozek	Ankel/Ankel	nilkka				ٹخنہ 	C: kotník S: členok	Tobillo	Boka	tornozelo	αστράγαλος	Costin	kotník	глезен	зглоб (zglob)	buol	Mắt cá chân	kostka	gleženj		enkel		
Fuss	قدم	foot		Ayak	Pied	پا	পায়ের পাতা		Shputa e këmbës	stopalo	стопало	Ступня	Piede	qatsh	Nig/Pî	Fot/Fot	jalkapöytä				پاؤں	noha / chodidlo	Pie	Labfej	pé	πόδι 	Picior	chodidlo	ходило	стапало (stapalo)	paa	Chan	stopa	stopalo		voet		
Arm	زراع	arm		Kol	Bras	بازو	বাহু		Krahu	ruka 	рука	Рука	Braccio		Mil	Arm/Arm	käsivarsi				بازو	C: paže S: ruka	Brazo	Kar	braço	μπράτσο	Braț	paže	ръка	рака (raka)	braso	Tay	ramię	roka		arm		
Bein	رجل	leg		Bacak	Jambe	ران	পা		Këmba	noga	нога	Нога	Gamba		Paq	Ben/Ben	jalka				ٹانگ	noha	Pierna	Lab	perna	 πόδι	Picior	noha	крак	нога (noga)	binti	Chan 	noga	noga		been		
Hand	يد	hand		El	Main	دست	হাত		Dora	šaka	шака	Кисть руки	Mano	dast	Dest	Hand/Hånd	käsi				ہاتھ	ruka	Mano	Kez	mão	 χέρι	Mâna	ruka	ръка / длан	дланка (dlanka)	kamay	Tay	ręka	roka		hand		
Finger	صباع/ أصبع	finger		El parmağı	Doigt	انگشت دست	আঙ্গুল 		Gishti	prst (na ruci)	прст (на руци)	Палец руки	Dito	penje	Tilî	Finger/Finger	sormi				انگلی	prst	Dedo	Ujj	dedo	δάχτυλο	Deget de la mână	prst	пръст	прст (prst)	daliri	Ngon Tay	palec	prst na roki		vinger		
Zeh	إصبع رِجل	toe		Ayak parmağı	Orteil	انگشت پا	পদাঙ্গুলি		Gishti i këmbës	nožni prst	ножни прст	Палец ноги	Dito del piede		Pêçî	Tå/Tå	varvas				انگھوٹھا 	C: prst na noze S: prst na nohe	Dedo del pie	Labujj	dedo do pé	Το δάχτυλο του ποδιού μου.	Deget de la picior	prst na noze	палец	палец (palec)	daliri ng paa	Ngon Chan	palec u nogi	prst na nogi		teen		
Brust 	صدر	chest		Göğüs	Poitrine	سینه	বুক 		Gjoksi	Prsni koš (grudi)	прса/груди	Грудь	Petto	sing	Sing	Bröst/Bryst	rinta				چھاتی 	hruď	Pecho	Mell	peito	 στήθος	Piept/ san	hrudník	гръд	гради (gradi)	dibdib	Nguc	klatka piersiowa	prsi		borst		
Bauch	بطن	belly		Göbek	Ventre	شکم	পেট 		Barku	trbuh (stomak)	стомак	Живот/желудок	Pancia 	sik	Zik	Mage/Mage	maha				پیٹ	C: břicho S: brucho	Panza / Vientre	Has	barriga	στομάχι 	Burta	břicho	корем	абдомен (abdomen)	tiyan	Bung	brzuch	trebuh		buik		
Herz	قلب	heart		Kalp	Coeur	قلب	হৃৎপিণ্ড		Zemra	srce	срце	Сердце	Cuore 	dil	Dil	Hjärta/Hjerte	sydän				دل	srdce	Corazón	Sziv	coração	καρδιά	Inima	srdce	сърце	срце (srce)	puso	Tim	serce	srce		hart		
Lunge	رئة	lung		Akciğer	Poumon	شش	ফুসফুস		Mushkëritë	pluća (plućno krilo)	плућа	Легкие	Polmoni		Pişik/Kezeb	Lunga/Lunge	keuhkot				پھیپھڑا ،	C: plýce S: pľúca	Pulmón	Tudo	pulmão	πνεύμονας	Pulmonar	plíce	бял дроб	бел дроб (bel drob)	baga	Phoi	płuca	pljuča		long 		
Magen	معدة	stomach		Mide	Estomac	معده	পাকস্থলী 		Stomaku	želudac	желудац	Живот/желудок	Stomaco	sik	Made / Mîde	Magsäck/Magesekk	mahalaukku				پیٹ	C: žaludek S: žalúdok	Estómago	Gyomor	estômago	στομάχι 	Stomac	žaludek	стомах	стомак (stomak)	tiyan	Dạ dày	żołądek	želodec		maag		
Gallenblase	كيس المراره	gallbladder		Safra kesesi	Vésicule biliaire	صفرا	গল ব্লাডার 		Temth	žučni mjehur (žučna kesa)	жуч	Желчный пузырь	Vescica		Zirav	Gallblåsa/Galleblære	sappirakko				پتہ 	C: žlučník S: žlčník	Vesícula biliar	Epehólyag	vesícula biliar	χολή	vezica urinară	žlučník	жлъчка	жолчка (zolcka)		Túi	pęcherz	žolčnik		galblaas		
Niere	كلية	kidney		Böbrek	Rein	کلیه	যকৃত		Veshkat	bubreg	бубрег	Почка	Rene		Gurçik	Njure/Nyre	munuainen				گردہ 	C: ledvina S: oblička	Riñón	Vese	rim	νεφρά	Rinichi	ledvina	бъбрек	бубрег (bubreg)	bato	Gan	nerka	ledvica		nier		
Darm	امعاء	bowel		Bagirsak	Intestin	روده	অন্ত্র		Zorrët	crijeva (creva)	црева (црево)	Кишка	Stomaco		Rûvî	Tarm/Tarm	suoli				انتڑیاں	C: střevo S: črevo	Intestino	Bel	intestino	έντερο	Intestin	střevo	черво	црево (crevo)		Ruot	jelito	črevo		darmen		
After	شرج	anus		Anüs	Anus	مخرج	পায়ুপথ		Anusi	anus (rektum)	анус/ректум	Анус	Ano		Anûs (Qula Qûnê)	Anus/Anus	peräaukko				مقعد	konečník	Ano	Vegbel	ânus	πρωκτός	Anus	konečník	анус	анус (anus)	butas ng puwit		odbyt	anus		anus		
Gebärmutter	رحم	uterus		Rahim	Utérus	رحم	জরায়ু		Mitra	maternica (materica)	материца	Матка	Utero		Rehîm (Malzarok)	Livmoder/Livmor	kohtu				رحم 	C: děloha S: maternica	Útero	Meh	útero	μήτρα	Uter	děloha	матка	матка (matka)	matris	Tử cung	macica	maternica		baarmoeder		
Eierstock	مبيض	ovary		Yumurtalık	Ovaire	تخمدان	ডিম্বাশয়		Vezore	jajnik	јајник	Яичник	Ovaia		Hêkdank	Äggstock/Eggstokk	munasarjat				بچہ دانی	vaječník	Ovario	Petefeszek	ovário	ωοθήκη	Ovare	vaječník	яйчници	јајници (jajnici)	obaryo	Buồng trứng	jajnik	jajčnik		eierstok		
Scheide	مهبل	vagina		Vajina	Vagin	واژن	যোনিপথ		Vagina(organi seksual I femrës)	vagina	вагина	Влагалище/вагина	Vagina		Vajîna (Quz)	Vagina/Vagina	vagina				فرج رحم کا راستہ.وجائنا  	vagína	Vagina	Vagina	vagina	κόλπος	Vagina	pochva	вагина	вагина (vagina)	puki	Buom	pochwa / wagina	nožnica, vagina		vagina		
Hoden	خصية	testes		Testis	Testicules	بیضه	টেস্টিস		testikujt	testisi	тестис	Яички	Testicoli		Hêlik	Testickel/Testikkel	kivekset				بیضہ الرحم	C: varlata S: semenníky	Testículos 	Here	testículos	όρχις	Testicul	varlata	тестиси	тестиси (testisi)	testes	Tinh hoàn	jądra	testisi		teelballen		
Penis	قضيب	penis		Penis	Pénis	آلت	লিঙ্গ		Penisi(organi seksual i mashkullit)	penis	пенис	Пенис	Pene		Penis (Kîr)	Penis/Penis	penis				عضو تناسل	penis	Pene	Penisz	pênis	πέος	Penis	penis	пенис	пенис (penis)	titi	Chim	penis	penis		penis		
																																						
Ich fühle mich krank	اشعر بالمرض	I feel ill		Hasta hissediyorum.	Je me sens malade	حالم خوش نیست	আমার শরীর খারাপ লাগছে।		Ndjehem i sëmurë	Osjećam (osećam) se bolesno.	Не осећам се добро. / Осећам сe болеснo.	Я плохо себя чувствую	Sto male	Min naxoshim.	Ez nexweş im	Jag mår illa/Jeg føler meg dårlig	voin huonosti				میں بیمار ہوں 	Cítim sa zle. 	Me siento mal	Russzul vagyok	Sinto-me doente	Αισθάνομαι άρρωστος.	Mă simt bolnav	Je mi špatně	Чувствам се болен/болна.	Се чувствувам болен (Se cuvstvuvam bolen)	Masama ang pakiramdam ko	Toi cam thay om.	Jestem chory / chora	Bolana sem (f), bolan sem (m)		Ik voel me ziek		
Ich habe Fieber	لدي سخونة (حرارة)	I have a fever		Ateşim var.	J'ai de la fièvre	تب‌ دارم	আমার জ্বর হয়েছে। 		Kam temperature	Imam (povišenu) teperaturu.	Имам температуру.	У меня высокая температура	Ho la febbre		Germa min heye.	Jag har feber/Jeg har feber	minulla on kuumetta				مجھے بخار تھا 	Mám horúčku.	Tengo fiebre	Lazas vagyok	Tenho febre	Έχω πυρετό.	Am febră	Mám horečku	Имам температура.	Имам температура (imam temperatura)	May lagnat ako	Toi bi sot	Mam gorączkę	Imam vročino		Ik heb koorts		
Ich friere	اشعر بالبرودة	I feel cold		Üşüyorum.	J'ai froid	لرز دارم	আমার ঠাণ্ডা লাগছে		Kam ftohtë	Hladno mi je.	Хладно/зима ми је./Мрзнем се.	Меня морозит	Ho freddo	Min sarmama.	Min sar e.	Jag fryser/Jeg fryser	minulla on kylmä				مجھے ٹھنڈ محسوس ہو رہی ہے 	Mám nádchu.	Tengo frío	Fazom	Estou constipado	Κρυώνω.	Sunt constipat	Mám zimnici	Студено ми е.	Ладно ми е (Ladno mi e)	Linalamig ako/Nalalamigan ako	Toi bi ret.	Zimno mi	Zebe me		ik heb het koud		
Ich habe Schüttelfrost	اشعر بالرعشة	I have been shaking		Titriyorum.	J'ai des frissons	رعشه دارم	আমি (ঠাণ্ডায়) কাঁপছি 		Kam dridhje, ethe	Imam groznicu.	Дрхтим./Ухватила ме је грозницa.	Меня трясет	Tremo		Ez direlim.	Jag har frossa/Jeg skjelver	tärisen					Mám triašku.	Estuve / Estoy temblando	Remegek	Tenho tido tremores	Εχω ρίγος.	Am friguri	Mám husí kůži	Тресе ме.	Се тресам (Se tresam)	Nanginginig ako	Toi bi Ớn lạnh	Mam dreszcze	Tresem se		ik was aan het bibberen		
Ich habe kalten Schweiss	عرقت عرقاً بارداً	I had a cold sweat		Soğuk terliyorum.	J'ai des sueurs froides	عرق سرد می‌کنم	আমার ঘাম ঝরছে		Kam djersë të ftohtë	Oblijeva (obliva) me hladan znoj.	Облијева ме хладан зној.	У меня был холодный пот	Sudo freddo		Min ta girtiye	Jag kallsvettas/Jeg kaldsvetter	minulla on kylmähiki				مجھے ٹھینڈےپسینےآئےتھے 	Mám zimnicu.	Sudo frío / Tuve/Tengo sudor frío	Hideg verejtékezem	Eu tive suores frios	Έχω κρύο υδρότα.	Am călduri reci	Mám studený pot	Имам студена пот.	Ме облева студена пот (Me obleva studena pot)		Toi bi Hàn lạnh	Pocę się	Mrzel pot me obliva		ik heb koud zweet		
Ich war ohnmächtig	غبت عن الوعي	I fainted		Bayıldım/Kendimden geçtim.	Je me suis évanoui/évanouie	بیهوش شدم	আমি অজ্ঞান হয়ে যাচ্ছি		Më ra të fikët	Onesvijestio sam se (m) / Onesvijestila sam se (f). (Pao (m) /pala (f) sam u nesvest.)	Онесвестио/ла сам се.	Я потерял/а сознание	Sono svenuta/o		Ez bêhiş ketim.	Jag svimmade/Jeg besvimte	pyörryin				میں بے ہوٍش تھا 	Odpadol som.	Me desmayé	Elajultam	Eu desmaiei	 Λιποθύμησα.	Am lesinat	Omldlel/la jsem	Бях безсилен/безсилна.	Се онесвестив (Se onesvestiv)	Hinimatay ako	Toi bi vượt ra khỏi	Zemdlałem / zemdlałam	Onesvestil sem se (m), onesvestila sem se (f)		ik ben flauw gevallen		
Mir ist schwindelig	أشعر بالدوخة	I feel dizzy		Başım dönüyor.	J'ai la tête qui tourne	سر گیجه دارم	আমার মাথা গোলাচ্ছে। 		Më merren mendtë	Vrti mi se.	Манта/врти ми се.	У меня кружится голова	Mi gira la testa / mi sento mancare		Serê min gêj dibe.	Jag är yr/Jeg er svimmel	minua pyörryttää				مجھے چکر آرہے ہیں 	Mám závrať.	Estoy / Me siento mareado	Szedulok	Sinto-me tonto	Ζαλίζομαι.	Am amețeli	Mám závratě	Вие ми се свят.	Ми се врти (Mi se vrti)	Inaantok ako	Toi bi chong mat.	Mam zawroty głowy	Vrti se mi		ik ben draaierig		
Ich hatte einen Krampfanfall	تعرضت لنوبة صرع (شحنات كهربائية زائدة)	I had a seizure		Nöbet gecirdim.	J'ai fait une attaque	گرفتگی شدید عضلات میشم	আমার খিঁচুনি হচ্ছে		Kisha një krizë epileptike	Imao sam napadaj (npr. epilepsije).	Имао/ла сам напад. 	У меня был припадок	Ho avuto una crisi epilettica		Ez bi edran ketim.	Jag hade ett anfall/Jeg hadde et anfall.	minulla oli sairaskohtaus				مجھے دورہ پڑا تھا 	Mal som záchvat.	Tuve un ataque / ataque epiléptico	Volt egy epilepszias rohamom 	Tive convulsões/ Ataque epiléptico	Είχα σπασμό.	Am atac de epilepsie	Měl jsem záchvat	Изпаднах в епилептичен шок.	Добив напад (Dobiv napad) 	Nagka seizure ako	Добив	Miałem / miałam napad padaczkowy	Imel sem epileptični napad (m), imela sem epileptični napad (f)		ik had een beroerte		
Ich war bewusstlos	كنت غائب \ غائبة عن الوعي 	I was unconscious		Bilincimi kaybettim.	J'ai perdu connaissance	از حال رفتم	আমি জ্ঞান হারিয়েছিলাম। 		Isha pa ndjenja	Bio sam bez svijesti (svesti).	Био сам у несвести.	Я был/а без сознания	Ho perso conoscenza		Ez bêhiş ketim.	Jag var medvetslös/Jeg var bevisstløs.	olin tiedoton				میں بے ہوٍش تھا 	Bol som v bezvedomí. 	Estuve inconciente	Nem voltam tudatomnal	Estive inconsciente	Έμεινα αναίσθητος.	Mi-am pierdut conștiința	Byl jsem v bezvědomí	Бях в безсъзнание.	Изгубив свест (Izgubiv svest)	Wala akong malay	Toi bi vô thức	Straciłem / straciłam przytomność	Bila sem nezavestna (f), bil sem nezavesten (m)		ik was bewusteloos		
																							Tengo dificultad para respirar / Me cuesta respirar															
Ich habe Atemnot	أشعر بصعوبة في التنفس	I have difficulty breathing		Nefes almakta zorlanıyorum.	J'ai des difficultés à respirer	من در تنفسم مشکل دارم	আমার শ্বাস নিতে কষ্ট হচ্ছে। 		Kam vështirësi të marrë frymë	Otežano (teško) dišem.	Тешко дишем.	Мне трудно дышать	Ho difficoltà a respirare		Bêhna min diçike.	Jag har andnöd/Jeg har vanskelig for å puste.	minun on vaikea hengittää				مجھے سانس لینے میں تکلیف ہے 	Ťažko dýcham. 		nehezen kapok levegot	Tenho dificuldade em respirar	Έχω δύσπνοια.	Nu pot sâ respir/ mi-e greu sâ respir	Mám dýchací potíže	Имам проблеми с дишането.	Имам проблеми со дишењето (Imam problemi so disenjeto)	Nahihirapan akong huminga	Toi bi Khó thở	Trudno mi się oddycha	Težko diham		ik kan moeilijk ademen		
Ich gieme	نفسي مع صوت صفير	I have wheezing		Hırıltım var.	Je fais une crise d'étouffement 	خس خس دارم	আমার নাক দিয়ে পানি পড়ছে		Dihas	Zvižde (pište) mi pluća dok dišem	Звижде/пиште ми плућа док дишем.	Я хриплю	Ho l'affanno		Xire xira min heye.	Jag har en väsande andning/Jeg er tungpustet.	Hengitykseni vinkuu				میری سانس میں خر خراہٹ ہے 	Chrčím. 	Tengo sibilancia / silbido	Zihalok	Eu tenho pieira	Σφυρίζουν οι πνεύμονες μου.	Mâ sufoc	Jsem dušný, špatně se mi dýchá.	Имам хрипове.	Се забревтувам (Se zabrevtuvam)	Hinihingal ako		Mam świszczący oddech	Hropem		ik heb een piepende ademhaling		
Ich huste	لدي كحة (سعال)	I have a cough		Öksürüğüm var.	Je tousse 	سرفه میکنم	আমার কাশি হয়েছে। 		Kam kollitje	Kašljem.	Кашљем.	У меня  кашель	Ho la tosse	Min akokam.	Ez dikixwûm.	Jag hostar/Jeg hoster.	minulla on yskä				مجھے کھانسی ہے 	Kašlem	Tengo tos	Kohokok	Tenho tosse	 Έχω βήχα.	Tușesc	Mám kašel	Кашлям.	Имам кашлица (Imam kaslica)	May ubo ako	Tôi ho	Mam kaszel	Kašljam		ik hoest		
Ich habe Auswurf	أنا اسعل بلغم	I am coughing up sputum		Balgam cikariyorum.	J'ai une expectoration	سرفه ى خلط دار دارم	আমার গলা দিয়ে কফ উঠছে। 		Kam kollitje me gëlbaze	Iskašljavam ispljuvak (šlajm).	Искашљавam испљувak	Я откашливаю 	Ho il catarro		Belxema min heye.	Jag hostar slem/Jeg hoster opp slim	yskin limaa				میری کھانسی میں بلغم ہے 	Vykašlievam hlien.	Tengo catarro / Toso con esputo/flema	Lepedekeset kohogok	Tosse com expectoração	Έχω φλεματα.	Tușesc ud	Vykašlávám.	Кашлям слуз.	Искашлувам шлајм (Iskasluvam slajm)	May plema ang ubo ko		Wykasłuję flegmę	Izkašljujem sluz		Ik hoest slijm op.		
																																						
Ich habe Herzrasen	ضربات قلبي سريعة	My heart beats fast		Taşikardim var/Çarpıntım var/Kalbim çok hızlı atıyor.	Mon coeur bat trop vite	قلبم تند میزنه	আমার বুক ধড়ফড় করছে। 		Kam rrahje zemre të shpejta	Srce mi ubrzano lupa.	Срце ми убрзано лупа.	У меня быстрая пульсация сердца	Ho la tachicardia	Dili min xera le adat.	Dilkutk tê min.	Jag har hjärtklappning/Hjertet mitt slår fort.	sydämeni lyö nopeasti				میرا دل تیزی سے دھڑکتا ہے	Búši mi srdce	Tengo taquicardía / Tengo el ritmo cardíaco acelerado	Gyorsan ver a szivem	O meu batimento cardíaco esta acelarado	Έχω ταχυκαρδία	Am batai de inima/ Inima îmi bate tare	Mám bušení srdce.	Имам повишен сърдечен ритъм.	Срцето ми бие забрзано (Srceto mi bie zabrzano)	Mabilis ang tibok ng puso ko	Toi bi Tim đập nhanh	Moje serce bije szybko	Srce mi hitro bije		mijn hart klopt heel snel		
Ich habe Herzstolpern	نبضات قلبي غير منتظمة	My heart beats irregular		Kalbim düzensiz atıyor.	J'ai des palpitations au coeur	قلبم نامنظم میزنه	আমার হৃদকম্পন অনিয়মিত হচ্ছে		Kam rrahje të zemrës të parregullta	Imam poremećaj srčanog ritma (aritmiju).	Срце ми лупа неправилно.	У меня нарушение сердечного ритма	Ho il battito irregolare		Dilê min bêaheng lêdixe.	Mitt hjärta slår oregelbundet/Hjertet mitt slår uregelmessig.	Sydämeni lyö epäsäännöllisesti				میرا دل بے قائدگی سے دھڑکتا ہے 	Moje srdce bije nepravidelne.	Tengo arritmia / el ritmo cardíaco irregular	Helytelenul ver a szivem	O meu batimento cardíaco é irregular	Έχω αρρυθμία.	Inima îmi bate neregulat.	Mám nepravidelný tep.	Имам нередовен сърдечен ритъм.	Срцето ми бие нередовно (Srceto mi bie neredovno)	Hindi regular ang tibok ng puso ko		Moje serce bije nieregularnie	Srce mi bije neenakomerno		mijn hart klopt onregelmatig		
Ich habe Brustschmerzen	أشعر بألم في الصدر	I have chest pain		Göğsüm ağrıyor.	J'ai des douleurs de poitrine	در قفسه سینه ام درد دارم	আমার বুকে ব্যথা করছে। 		Kam dhimbje gjoksi	Osjećam bol u prsima (Osećam bol u grudima).	Боле ме прса/груди.	У меня боль в груди	Ho dolore al petto	Singi min esh akat.	Sînga min diêşe.	Jag har bröstsmärtor/Jeg har brystsmerter.	Minulla on rintakipuja				میری چھاتی میں درد ہے 	Bolí ma v hrudi	Tengo un dolor en el pecho / Me duele el pecho 	Faj a mellkasom	Tenho uma dor no peito	Με πονάει το στήθος	Mă doare in piept	Bolí mě na hrudi.	Имам болки в гръдния кош.	Имам болки во градите (Imam bolki vo gradite)	Masakit ang dibdib ko	Toi bi Đau ngực	Boli mnie w klatce piersiowej	V prsih me boli		ik heb pijn in de borststreek		
					 																																	
Ich habe Magenschmerzen	لدي الم بالمعدة	I have stomach ache		Midem ağrıyor.	J'ai des douleurs d'estomac	من دل درد دارم	আমার পেট ব্যথা করছে। 		Kam dhimbje në stomak	Boli me želudac (stomak).	Боли ме желудац.	У меня боль в животе	Ho mal di pancia	Siki min esh akat.	Made min dixele.	Jag har magsmärtor/Jeg har magesmerter.	Mahaani sattuu				میرے پیٹ میں درد ہے 	Bolí ma brucho	Me duele/Tengo dolor de panza/estómago/vientre	Faj a hasam	Tenho uma dor no estomago	Έχω στομαχόπονο.	Am dureri de stomac	Bolí mě břicho	Имам болки в стомаха.	Ме боли стомакот (Me boli stomakot)	Masakit ang tiyan ko	Toi bi Đau dạ dày	Boli mnie brzuch / żołądek	Trebuh me boli		ik heb maagpijn		
Mir ist übel	اشعر بالغثيان	I feel sick		Hastayım.	Je me sens mal	من احساس مریضی میکنم	আমার অসুস্থ লাগছে। 		Ndjehem i sëmurë	Zlo mi je (muka mi je).	Мука ми је.	Я чувствую тошноту	Mi sento male		Dilê min li hev dikeve	Jag känner mig sjuk/Jeg føler meg dårlig/syk.	Minua oksettaa				میری طبیعت خراب ہے 	Je mi zle	Me siento mal/enfermo	Rosszul erzem magam	Estou mal disposto	Έχω ναυτία.	Mi-e rau	Je mi špatně	Лошо ми е.	Лошо ми е (Loso mi e)	Masama ang pakiramdam ko	Toi bi Buồn nôn	Jest mi niedobrze	Slabo mi je		ik voel me niet goed/ik ben misselijk		
Ich habe erbrochen	لقد تقيأت	I have been sick		Kustum	J'ai vomi	من مریض بوده ام	আমি অসুস্থ ছিলাম। 		Unë kam vjellë	Povraćao sam (m) / povraćala sam (f).	Повраћао/ла сам.	Я вырвал/а	Sono stata/o male		Ez vereşîyam.	Jag har kräkts/Jeg har kastet opp	Olen oksentanut				میں بیمار ریا ہوں 	Bol som chorý	He estado enfermo/enferma 	Beteg voltam	Eu estive doente	Έκανα εμετό. 	Am vomitat	Zvracím	Повърнах.	Повраќав (Povrakav)	Nagkasakit ako	Toi nôn	wymiotowałem/wymiotowałam	Bruhal sem (m), bruhala sem (f)		ik ben ziek geweest		
Ich habe Durchfall	لدي اسهال	I have diarrhoea		İshalim.	J'ai la diarrhée	اسهال دارم	আমার ডায়রিয়া হয়েছে। 		Unë kam diarre	Imam proljev (proliv).	Имам пролив.	У меня диарея/понос	Ho la dissenteria		Emelê min heye	Jag har diarré/Jeg har diaré.	Minulla on ripuli				مجھے دست 	Mám hnačku	Tengo diarrea	Hasmenesem van	Tenho diarreia	 Έχω διάρροια.	Am diaree	Mám průjem	Имам диария.	Имам дијареа (Imam dijarea)	Nagtatae ako	Toi bi Tiêu chảy	Mam rozwolnienie	Drisko imam		ik heb diarree		
Ich habe Verstopfung	لدي امساك	I have constipation		Kabiz oldum.	Je suis constipé/constipée	یبوست دارم	আমার কোস্টকাঠিন্য হয়েছে। 		Unë kam kapsllëk	Imam zatvor.	Имам затвор. / Не могу извршити велику нужду.	У меня констипация/запор	Sono costipata/o		Qebizbûn bi min re heye	Jag har förstoppning/Jeg er forstoppet.	Minulla on ummetus				مجھے قبض ہے 	Mám zápchu	Estoy constipado / constipada	Meg vagyok fazva	Estou obstipado	 Έχω δυσκοιλιότητα.	Sunt constipat	Mám zácpu	Имам запек.	Имам запек (Imam zapek)	May konstipasiyon ako		Mam zatwardzenie	Zaprta sem (f), zaprt sem (m)		ik heb obstipatie		
