Ich möchte einen Asylantrag stellen	I would like to apply for asylum	Je voudrais faire une demande d'asile.	’urīdu ’an ’uqaddima talab al-lujū’	أريد أن أقدّم طلب اللجوء	Quiero presentar una petición de asilo	Sığınma başvurusunda bulunmak istiyorum		من می خواهم برای درخواست پناهندگی اقدام کنم.		Ik zou graag asiel willen aanvragen	আমি অ্যাসাইলামের জন্যে আবেদন করছি 	میں سیاسی پناه کے لئے درخواست کرنا چاہتے ہیں	Dëshiroj të aplikoj për azil	Želim predati zahtjev za azil.	Хоћу да предам захтев за азил.	Я хотел(а) бы подать ходатайство о предоставлении убежища	Desidero presentare richiesta di asilo	Aș dori să fac cerere de azil				Jag vill söka asyl.	D: Jeg vil gerne ansøge om asyl	Haluan hakea turvapaikkaa			Chcel(a) by som požiadať o azyl.	Menekültstátusért szeretnék folyamodni.	Por favor, queria pedir asilo.	thelo na katatheso aitisi asylou	θέλω να καταθέσω αίτηση ασύλου		Chtěl/chtěla bych požádat o azyl.		Chciałbym/Chciałabym wystąpić o azyl.	Rad(a) bi zaprosil(a) za azil.	Gusto kong mag-aplay ng asylum			 Сакам да аплицирам за азил.	
Ich habe keinen Personalausweis	I don't have an identity/identification card	Je n'ai pas de document d'identité	laysa ladayya awrāq thubūtiyya aw huwwiyya	ليس لدي أوراق ثبوتية أو هوية	No tengo documento de identificación	Nüfus cüzdanım yok / Kimliğim yok		من کارت هویت / کارت شناسایی ندارم		Ik heb geen paspoort/ID kaart	আমার কোন পরিচয়পত্র নেই। 	میرے پاس شناجتی کارڈ نہیں ہے	Nuk kam kartë identiteti	Nemam osobnu iskaznicu.	Немам личну карту са собом.	У меня нет удостоверения личности	Non ho un documento d'identità	Nu am un act de identitate				Jag har ingen legitimation.	D: Jeg har ikke noget ID	Minulla ei ole henkilöllisyyspapereita			Nemám občiansky preukaz.	Nincs személyi igazolványom.	Eu não tenho documento de identificação (bilhete de identidade/passaporte)	den exo taftotita/deltio taftotitas	δεν έχω ταυτότητα/δελτίο ταυτότητας		Nemám občanský průkaz.		Nie mam dowodu osobistego.	Nimam nobenega osebnega dokumenta.	Wala akong ID			Немам документи за идентификација	
Ich bin homosexuell/lesbisch/transgender/..	I am homosexual/lesbian/transgender	Je suis homosexuel/lesbienne/transgenre	ana mithliy - mithliyya - mutaHawwil•at al-jins - trans	أنا مثليّ - مثليّة - متحوّل•ة الجنس أو ترانس	Soy homosexual/lesbiana/transexual	Homoseksüelim/lezbiyenim/transeksüelim		من همجنسگرا / لزبین / فراجنسیتی هستم		Ik ben homoseksueel/lesbisch/transgender	আমি সমকামী/উভকামি/হিজড়া		Jam homoseksual/lesbike/transgjinor	Ja sam LGBTQ osoba.	Ја сам хомосексуалан/на.	Я гомосексуалист/лесбиянка/трансгендер	Sono omosessuale/lesbica/transessuale	Sunt homosexual/ lesbiană/ trans-sexual				Jag är homosexuell / lesbisk / transsexuell	D: Jeg er homoseksuel/lesbisk/transseksuel	Minä olen  / homo/lesbo/transsukupuolinen.			Som homosexuál/transsexuál.	Homoszexuális/transszexuális vagyok.	Eu sou homosexual/lésbica/transsexual	ime omofilofilos/lesvia/trans	είμαι ομοφυλόφυλος/λεσβία/τρανς		Jsem homosexuál/transsexuál.		Jestem homoseksualny/a, transseksualny.	Sem homoseksualec/lezbijka/transeksualen,	Bakla ako | tomboy/lesbiyana ako | transgender ako			Јас сум лгбт личност.	
Häusliche Gewalt	domestic violence	la violence domestique	‘unf ’usariy	عنف أسري 	Violencia doméstica	aile içi şiddet		خشونت خانگی		Huiselijk geweld			Dhunë familjare	Nasilje u obitelji	Породично насиље	Насилие в семье	violenza domestica	violență domestică				våld i hemmet	D: Vold i hjemmet	kotiväkivalta			domácie násilie	Családon belüli erőszak.	violência doméstica	ikogeniaki via	οικογενειακή βία		domácí násilí		przemoc domowa	Družinsko nasilje	karahasan sa tahanan			Семејно насилство	
ich wurde misshandelt von..	I was abused by...	J'ai été maltraité/battu par	kuntu ’ata‘arradu li'l-ta‘nīfi ‘ala yadd...	كنت أتعرض للتعنيف على يد...	Fui maltratado/maltratada por	... bana kötü davrandı. /... beni hırpaladı.		من مورد آزار قرار گرفته شدم.		Ik word mishandeld door ... (beaten up); Ik word misbruikt door ... (sexually)			jam abuzuar nga ...	Zlostavljali su me/pretukli su me	Злостављао/ла ме је...	Я подвергался/подвергалась насилию со стороны …	Sono stato vittima di maltrattamenti / Mi hanno picchiato/a	Am fost abuzat de...				Jag blev misshandlad av...	D: Jeg blev mishandlet af ...	Minua on pahoinpidellyt...			Týrali ma	Rosszul bántak velem./Bántalmaztak.	Eu fui maltratado(a) / agredido(a)	kakopoiithika apo....	κακοποιήθηκα από .....		Byl jsem týraný/byla jsem týraná..		Zostałem pobity przez...	Bil(a) sem zlorabljen(a)/mučen(a) od	Minaltrato ako ni (name)/ng (other noun)			Ме злоставуваа. / Ме претепаа. 	
ich werde misshandelt von...	I am being abused by...	Je suis maltraité par	ana ’ata‘arradu li'l-ta‘nīfi ‘ala yadd...	أنا أتعرض للتعنيف على يد...	Soy maltratado/maltratada por	... bana kötü davranıyor. / ... beni hırpalıyor.		من توسط ...  مورد آزار قرار گرفتم		Ik werd mishandeld door ... (beaten up); Ik werd misbruikt door ... (sexually)			jam duke u abuzuar nga ...	Zlostavljaju me	Злоставља/ју ме...	Я подвергаюсь насилию со стороны …	Sono vittima di maltrattamenti	Sunt abuzat de...				Jag blir misshandlad av...	D: Jeg bliver mishandlet af ...	Minua pahoinpitelee...			Týrajú ma	Bántalmaznak 	Eu estou a ser (present continuous) / fui (past simple) abusado(a)	Kakopoioumai apo.......	κακοποιούμαι από.......		Jsem týraný/týraná...		Jestem maltretowany przez...	Sem zlorabljen(a)/mučen(a) od	Minamaltrato ako ni (name)/ng (other noun)			Ме злоставуваат	
ich wurde zwangsverheiratet	I was compelled to enter into a forced marriage	J'ai été obligé(e) de m'engager dans un mariage forcé	’ujbirtu ‘ala'z-zawāji bi'l-’ikrāh	أُجبرت على الزواج بالإكراه	Fui entregada en matrimonio contra mi voluntad/ Fui obligada a contraer matrimonio forzosamente	Zorla evlendirildim		من مجبور به ازدواج اجباری شدم		Ik ben uitgehuwelijkt. 			Kam qenë i/e detyruar të martohem me forcë	Prisilili su me na brak	Натерали су ме да се удам.	Я был вынужден(а) вступить в брак	Mi hanno costretto/a al matrimonio forzato	Am fost forțat/ă să ma căsătoresc				Jag blev bortgift mot min vilja.	D: Jeg blev tvunget til at indgå ægteskab	Minut on pakkonaitettu			Prinútili ma uzavrieť sobáš	Kényszerítettek arra, hogy házasságot kössek.	Fui forçado(a) a casar-me	me anagkasan na pantrefto	με ανάγκασαν να παντρευτώ		Byl(a) jsem nucen(a) k uzavření sňatku		Zostałem/zostałam przymuszona do zawarcia małżeństwa	Bil(a) sem prisilno poročen(a).	Napilitan akong pumasok sa isang sapilitang kasal.			Ме присилија на брак. 	
mir droht eine Zwangsverheiratung	I am facing / have been threatened with a forced marriage	Je suis sous la menace d'un mariage forcé	ana ’ata‘arradu li't-tahdīdi bi'z-zawāji bi'l-’ikrāh	أنا أتعرض للتهديد بالزواج بالإكراه	Estoy siendo / Fui amenazada para contraer matrimonio contra mi voluntad	Zorla evlendirme tehditi altındayım.		من تهدید به ازدواج اجباری شدم		Ik ben in een gedwongen huwelijk			Jam duke u përballur me një martesë të kryer forcërisht/Po më kërcënojnë të martohem forcërisht	U prisilnom sam braku	У принудном сам браку.	Меня принуждают к вступлению в брак	Il mio è un matrimonio forzato	Sunt într-o / Am fost amenințată cu căsătorie forțată				Jag riskerar tvångsgifte.	D: Jeg skal giftes mod min vilje/jeg er blevet truet med tvangsægteskab	Minua uhkaa pakkonaittaminen / pakkoavioliitto.			Hrozí mi vynútený sobáš.	Kényszerítettek a házasságkötésre.	Espera-me um casamento forçado	Eimai antimetwpos(i) me/ exo apilithi me anagkastiko gamo	Είμαι αντιμέτωπος(η) με/ έχω απειλειθεί με αναγκαστικό γάμο		Jsem ve vynuceném manželském vztahu.		Grozi mi zawarcie/ grożono mi zawarciem małżenstwa pod przymusem	Grozi mi prisilna poroka.	Nahaharap ako sa sapilitang kasal.			Во присилен брак сум. 	
Gleichberechtigung zwischen Mann und Frau	gender equality	l'égalité des sexes	tasāwi'l-ajnās	تساوي الأجناس	Igualdad de género	Cinsiyet eşitliği		برابری جنسیتی		gendergelijkheid, seksegelijkheid; gelijkheid tussen man en vrouw			barazi gjinore	rodna ravnopravnost	родна равноправност	равноправие между мужчиной и женщиной	ineguaglianza di genere	egalitate de gen				Könsjämlikhet.		sukupuolten välinen tasa-arvo			rovnosť pohlaví	Nemi egyenlőség	igualdade de género	isotita ton fylon	ισότητα των φύλων		rovnost pohlaví		równość płci	enakopravnost med žensko in moškim	pagkakapantay-pantay ng kasarian			полова рамноправност	
Wie kann ich Asyl beantragen?	How can I claim asylum?	Comment faire une demande d'asile?	kayfa bi’imkāni taqdīm Talab'al-lujū’ ?	كيف بإمكاني تقديم طلب اللجوء؟	¿Cómo puedo pedir asilo?	Nasıl sığınma başvurusunda bulunabilirim?		چگونه می توانم درخواست پناهندگی کنم؟		Hoe kan ik asiel aanvragen?		میں کس طرح پناه کا دعوی کر سکتے ہیں؟	Si mund të kërkoj azil?	Kako mogu podnijeti zahtjev za azil?	Како могу да предам захтев за азил?	Как я могу подать ходатайство о предоставлении убежища?	Come posso presentare richiesta di asilo?	Cum pot să cer azil?				Hur söker jag asyl?		Kuinka voin hakea turvapaikkaa?			Ako môžem požiadať o azyl?	Hogyan folyamodhatok menekültstátusért?	Como posso requerer/pedir asilo?	pos mporo na zitiso asilo?	πώς μπορώ να ζητήσω ασυλο;		Jak mohu požádat o azyl?		Jak mogę wystąpić o azyl?	Kako vložiti prošnjo za azil.	Paano ako makakakuha ng asylum?			Како можам да поднесам барање за азил? / Како можам да побарам азил?	
Ich wurde in meinem Heimatland diskriminiert.	I was discriminated against in my home country.	J'ai été victime de discrimination dans mon pays d'origine	kuntu ’ata‘arradu li't-tamyīzi fi baladi	كنت أتعرض للتمييز في بلدي	Fui discriminado/a en mi país de origen	Vatanımda ayrımcılığa uğradım.		من کشورم مورد تبعیض قرار گرفتم.		In mijn thuisland werd ik gediscrimineerd.			Kam qene i/e diskriminuar në vendlindje.	Diskriminirali su me u domovini.	Дискриминисали су ме у мојој домовини.	Я подвергался/подвергалась дискриминации в своей стране.	Sono stato/a vittima di discriminazioni nel mio paese natale	Am fost discriminat în țara mea natală				Jag diskriminerades i mitt hemland.		Kotimaassani minua syrjittiin.			V mojej domovine ma diskriminovali	Hátrányos megkülönböztetés ért az országomban.	Eu fui discriminado(a) no meu país.	ifistame diakrisi stin patritda mou	υφίσταμαι διάκριση στην πατρίδα μου		Ve své rodné zemi jsem byl(a) diskriminován(a).		Byłem dyskryminowany w moim kraju.	V moji deželi sem bil(a) diskriminiran(a).	Nakaranas ako ng diskriminasyon sa aking inang bayan.			Ме дискриминираа во татковината. / Во татковината бев дискриминиран.	
Ich wurde diskriminiert wegen meiner Hautfarbe.	I was discriminated against because of my skin colour.	J'ai été victime de discrimination en raison de ma couleur de peau	kuntu ’ata‘arradu li't-tamyīzi bisababi lawni basharati	كنت أتعرض للتمييز بسبب لون بشرتي	Fui discriminado/a por mi color de piel	Ten rengimden dolayı ayrımcılığa uğradım. 		من به دلیل رنگ پوستم مورد تبعیض قرار گرفتم.		In mijn thuisland werd ik gediscrimineerd vanwege mijn huidskleur.			Kam qenë i/e diskriminuar për shkak të ngjyrës së lëkurës.	Diskriminirali su me zbog boje kože.	Дискриминисали су ме по основу боје коже.	Я подвергался/подвергалась дискриминации по цвету кожи.	Sono stato/a vittima di discriminazioni a causa del colore della mia pelle	Am fost discriminat din cauza culorii pielii mele				Jag diskriminerades för min hudfärg.		Minua syrjittiin ihonvärini takia.			Bol(a) som diskriminovaný(á) pre farbu pleti.	Hátrányos megkülönböztetés ért a bőrszínem miatt.	Eu fui discriminado(a) pela cor da minha pele.	ifistame diakrisi logo tou chromatos mou	υφίσταμαι διάκριση λόγω του χρώματός μου		Byl(a) jsem diskriminován(a) kvůli barvě pleti.		Byłem dyskryminowany z powodu mojego koloru skóry.	Bil(a) sem diskriminiran(a) zaradi moje barve kože.	Nakaranas ako ng diskriminasyon dahil sa kulay ng balat ko			Бев дискриминиран врз основа на боја на кожата. 	
Ich wurde diskriminiert wegen meines Geschlechts.	I was discriminated against because of my gender. 	J'ai été victime de discrimination en raison de mon sexe	kuntu ’ata‘arradu li't-tamyīzi'j-jinsiy	كنت أتعرض للتمييز الجنسي	Fui discriminado/a por mi género	Cinsiyetimden dolayı ayrımcılığa uğradım. 		من به دلیل جنسیتم مورد تبعیض قرار گرفتم.		In mijn thuisland werd ik gediscrimineerd vanwege mijn geslacht.			Kam qenë i/e diskriminuar për shkak të gjinisë.	Diskirminirali su me zbog spola.	Дискриминисали су ме по основу пола.	Я подвергался/подвергалась дискриминации по цвету кожи по половому признаку.	Sono stato/a vittima di discriminazioni a causa del mio sesso	Am fost discriminat din cauza sexului meu				Jag diskriminerades för mitt kön.		Minua syrjittiin sukupuoleni takia.			Bol(a) som diskriminovaný(á) kvôli pohlaviu.	Hátrányos megkülönböztetés ért a nemem miatt.	Eu fui discriminado(a) por causa do meu género.	ifistame diakrisi logo tou filou mou	υφίσταμαι διάκριση λόγω του φύλου μου		Byl(a) jsem diskriminován(a) kvůli pohlaví.		Byłem dyskryminowany z powodu mojej płci.	Bil(a) sem diskriminiran(a) zaradi mojega spola.	Nakaranas ako ng diskriminasyon dahil sa kasariaan ko			Бев дискриминиран врз основа на полова припадност.	
Ich wurde diskriminiert wegen meiner Sprache.	I was discriminated against because of my language.	J'ai été victime de discrimination en raison de ma langue	kuntu ’ata‘arradu li't-tamyīzi bisababi lughati	كنت أتعرض للتمييز بسبب لغتي	Fui discriminado/a por mi idioma	Dilimden dolayı ayrımcılığa uğradım.		من به دلیل زبانم مورد تبعیض قرار گرفتم.		In mijn thuisland werd ik gediscrimineerd vanwege mijn taal			Kam qenë i/e diskriminuar për shkak të gjuhës sime.	Diskriminirali su me zbog jezika.	Дискриминисали су ме по основу језика.	Я подвергался/подвергалась дискриминации по языковому признаку.	Sono stato/a vittima di discriminazioni a causa della mia lingua	Am fost discriminat din cauza limbii mele				Jag diskriminerades för mitt språk.		Minua syrjittiin kieleni takia.			Bol(a) som diskriminovaný(á) kvôli svojej reči.	Hátrányos megkülönböztetés ért az anyanyelvem miatt.	Eu fui discriminado(a) devido à minha língua materna.	ifistame diakrisi logo tis glosas mou	υφίσταμαι διάκριση λόγω της γλώσσας μου		Byl(a) jsem diskriminován(a) kvůli své řeči.		Byłem dyskryminowany z powodu mojego języka.	Bil(a) sem diskriminiran(a) zaradi mojega jezika.	Nakaranas ako ng diskriminasyon dahil sa lengwahe/wika ko			Бев дискриминиран врз основа на јазикот. 	
Ich wurde diskriminiert wegen meiner Religion.	I was discriminated against because of my religion. 	J'ai été victime de discrimination en raison de ma religion	kuntu ’ata‘arradu li't-tamyīzi bisabab intimā’iy ad-dīniy	كنت أتعرض للتمييز بسبب إنتمائي الديني	Fui discriminado/a por mi religión	Dinimden dolayı ayrımcılığa uğradım. 		من به دلیل دین و آیینم مورد تبعیض قرار گرفتم.		In mijn thuisland werd ik gediscrimineerd vanwege mijn geloof.			Kam qenë i/e diskriminuar për shkak të fesë sime.	Diskriminirali su me zbog vjere.	Дискриминисали су ме по основу вероисповести.	Я подвергался/подвергалась дискриминации по религиозному признаку.	Sono stato/a vittima di discriminazioni a causa della mia religione	Am fost discriminat din cauza religiei mele				Jag diskriminerades för min religion.		Minua syrjittiin uskontoni takia.			Bol(a) som diskriminovaný(á) kvôli svojmu náboženstvu.	Hátrányos megkülönböztetés ért a vallásom miatt.	Eu fui discriminado(a) por causa da minha religião.	ifistame diakrisi logo tis thriskias mou	υφίσταμαι διάκριση λόγω της θρησκείας μου		Byl(a) jsem diskriminován(a) kvůli svému náboženství.		Byłem dyskryminowany z powodu mojej religii.	Bil(a) sem diskriminiran(a) zaradi mojega versgega prepricanja.	Nakaranas ako ng diskriminasyon dahil sa relihiyon ko.			Бев дискриминиран врз религиска основа. 	
Ich wurde diskriminiert wegen meiner Zugehörigkeit zu einer sozialen Gruppe.	I was discriminated against because of my membership in a social group.	J'ai été victime de discrimination en raison de mon appartenance à un groupe social	kuntu ’ata‘arradu li't-tamyīzi bisabab intimā’iya li-majmū‘a ’aw fi’a mujtama‘iyya mu‘ayyana	كنت أتعرض للتمييز بسبب إنتمائي لمجموعة أو فئة مجتمعية معينة	Fui discriminado/a por pertenecer a un grupo social	Bir sosyal gruba mensubiyetimden dolayı ayrımcılığa uğradım. 		من به دلیل عضویت در یک گروه اجتماعی مورد تبعیض قرار گرفتم.		In mijn thuisland werd ik gediscrimineerd doordat ik tot een bepaalde sociale groep behoor/behoorde			Kam qenë i/e diskriminuar për shkak të antarësimit në një grup social.	Diskriminirali su me zbog pripadnosti određenoj društvenoj skupini.	Дискриминисали су ме по основу друштвене припадности.	Я подвергался/подвергалась дискриминации из-за принадлежности к определенной социальной группе.	Sono stato/a vittima di discriminazioni a causa dell'appartenenza a un gruppo sociale	Am fost discriminat din cauza apartenenței mele la un grup social				Jag diskriminerades för att jag tillhör en viss samhällsgrupp.		Minua syrjittiin yhteisöni takia.			Bol(a) som diskriminovaný(á), lebo patrím k sociálnej skupine.	Hátrányos megkülönböztetés ért egy bizonyos társadalmi csoporthoz való tartozásom miatt.	Eu fui discriminado(a) por pertencer ao meu grupo social.	Ifistame diakrisi logo tis simetochis mou se kinoniki omada.	υφίσταμαι διάκριση λόγω της συμμετοχής μου σε κοινωνική ομάδα		Byl(a) jsem diskriminován(a) kvůli příslušnictví k sociální skupině.		Byłem dyskryminowany z powodu mojej przynależności do grupy społecznej.	Bil(a) sem diskriminiran(a) zaradi pripadnosti neki socialni skupini.	Nakaranas ako ng diskriminasyon dahil sa pagiging kasapi ng isang grupo.			Бев дискриминиран врз основа на припадноста на определена општествена група. 	
Ich wurde diskriminiert wegen meiner politischen Überzeugung.	I was discriminated against because of my political views.	J'ai été victime de discrimination en raison de mes opinions politiques	kuntu ’ata‘arradu li't-tamyīzi bisabab qanā‘āti as-siyāsiyya	كنت أتعرض للتمييز بسبب قناعاتي السياسية	Fui discriminado/a por mi postura política	Siyasi görüşlerimden dolayı ayrımcılığa uğradım.		من به دلیل دیدگاه سیاسیم مورد تبعیض قرار گرفتم.		In mijn thuisland werd ik gediscrimineerd vanwege mijn politieke overtuiging.			Kam qenë i/e diskriminuar për shkak të pikëpamjeve të mia politike.	Diskriminirali su me zbog političkih uvjerenja.	Дискриминисали су ме по основу политичког стајалишта.	Я подвергался/подвергалась дискриминации из-за моих политических убеждений.	Sono stato/a vittima di discriminazioni a causa della mia opinione politica	Am fost discriminat din cauza opiniilor mele politice				Jag diskriminerades för min politiska övertygelse.		Minua syrjittiin poliittisen vakaumukseni takia.			Bol(a) som diskriminovaný(á) pre moje politické názory.	Hátrányos megkülönböztetés ért a politikai nézeteim miatt.	Eu fui discriminado(a) por causa da minha opinião política.	Ifistame diakrisi logo ton politikon mou pepithiseon.	υφίσταμαι διάκριση λόγω των πολιτικών μου πεποιθήσεων		Byl(a) jsem diskriminován(a) kvůli svým politickým názorům.		Byłem dyskryminowany z powodu moich poglądów politycznych.	Bil(a) sem diskriminiran(a) zaradi  mojega političnega prepričanja.	Nakaranas ako ng diskriminasyon dahil sa aking mga opinyong pulitikal.			Бев дискриминиран врз основа на моите политички ставови.	
Ich wurde diskriminiert wegen meiner ethnischen oder sozialen Herkunft.	I was discriminated against because of my ethnic or social background.	J'ai été victime de discrimination en raison de mes origines ethniques ou sociales	kuntu ’ata‘arradu li't-tamyīzi bisabab usūli 'l-‘irqiyya ’aw al-ijtimā‘iyya	كنت أتعرض للتمييز بسبب أصولي العرقية أو الاجتماعية	Fui discriminado/a por mis antecedentes étnicos o sociales.	Etnik / sosyal durumumdan dolayı ayrımcılığa uğradım. 		من به دلیل پس زمینه قومی یا اجتماعی  مورد تبعیض قرار گرفتم.		In mijn thuisland werd ik gediscrimineerd vanwege mijn etnische of sociale afkomst			Kam qenë i/e diskriminuar për shkak të historisë etnike apo sociale.	Diskriminirali su me zbog etničkog/društvenog podrijetla.	Дискриминисали су ме по основу етничке припадности.	Я подвергался/подвергалась дискриминации по национальному признаку.	Sono stato/a vittima di discriminazioni a causa della mia estrazione sociale o appartenenza etnica	Am fost discriminat din cauza etniei sau originii mele sociale				Jag diskriminerades för min etniska eller sociala bakgrund.		Minua syrjittiin etnisen tai sosiaalisen taustani takia.			Bol(a) som diskriminovaný(á) kvôli svojmu etnickému alebo sociálnemu pôvodu.	Hátrányos megkülönböztetés ért az etnikai vagy társadalmi hovatartozásom miatt.	Eu fui discriminado(a) por causa da minha classe social de origem.	Ifistame diakrisi logo tou ethnikou i kinonikou mou perivalondos.	υφίσταμαι διάκριση λόγω του εθνικού ή κοινωνικού μου περιβάλλοντος		Byl(a) jsem diskriminován(a) kvůli svému etnickému nebo sociálnímu původu.		Byłem dyskryminowany z powodu mojego etnicznego lub społecznego pochodzenia.	Bil(a) sem diskriminiran(a) zaradi mojega etičnega ali socialnega porekla.	Nakaranas ako ng diskriminasyon dahil sa aking lahi.			Бев дискриминиран врз основа на мојата етничка / општествена припадност.	
Ich wurde diskriminiert wegen einer Behinderung.	I was discriminated against because I am disabled.	J'ai été victime de discrimination en raison de mon handicap	kuntu ’ata‘arradu li't-tamyīzi bisabab al-’i‘āqa	كنت أتعرض للتمييز بسبب الإعاقة	Fui discriminado/a porque soy discapacitado/a.	Özürlü olduğum için ayrımcılığa uğradım. 		من به دلیل معلولیت  مورد تبعیض قرار گرفتم.		In mijn thuisland werd ik gediscrimineerd vanwege mijn handicap.			Kam qenë i/e diskriminuar për shkak se jam me aftësi të kufizuara.	Diskriminirali su me zbog moje invalidnosti.	Дискриминисали су ме по основу инвалидитета.	Я подвергался/подвергалась дискриминации из-за инвалидности.	Sono stato/a vittima di discriminazioni perché sono disabile	Am fost discriminat din cauza dizabilității mele				Jag diskriminerades för att jag har funktionshinder.		Minua syrjittiin vammaisuuteni takia.			Bol(a) som diskriminovaný(á) kvôli môjmu postihnutiu.	Hátrányos megkülönböztetés ért a fogyatékosságom miatt.	Eu fui discriminado(a) por causa da minha deficiência.	Ifistame diakrisi logo tis anapirias mou.	υφίσταμαι διάκριση λόγω της αναπηρίας μου		Byl(a) jsem diskriminován(a) kvůli svému hendikepu.		Byłem dyskryminowany z powodu mojej niepełnosprawności.	Bil(a) sem diskriminiran(a) zaradi moje invalidnosti.	Nakaranas ako ng diskriminasyon dahil may kapansanan ako.			Бев дискриминиран врз основа на мојата инвалидност.	
Ich wurde in meinem Heimatland gefoltert.	I was tortured in my home country.	J'ai été torturé dans mon pays d'origine	kuntu ’ata‘arradu li't-ta‘dhīb fi baladi	كنت أتعرض للتعذيب في بلدي	Fui torturado/a en mi país de origen	Vatanımda işkence gördüm.		من در کشورم من شکنجه قرار گرفتم.		Ik ben in mijn thuisland gemarteld.			Më kanë torturuar në vendlindje	Mučili su me u domovini.	Малтретирали су ме у домовини.	Я подвергался/подвергалась пыткам в своей стране.	Sono stato/a torturato/a nel mio paese d'origine	Am fost torturat în țara mea de origine				Jag torterades i mitt hemland.		Minua kidutettiin kotimaassani			V mojej domovine ma mučili.	Hátrányos megkülönböztetés ért a származási országom, állampolgárságom miatt.	Eu fui discriminado(a) em função do meu país de origem.	Vasanistika stin patrida mou.	βασανίστηκα στην πατρίδα μου		Ve své rodné vlasti jsem byl(a) mučen(a).		Byłem torturowany w moim kraju macierzystym.	V moji domovini so me grozno mučili.	Pinahirapan ako sa aking lupang tinubuan.			Ме мачија во татковината. / Ме малтретираа во татковината.	
Ich möchte so schnell wie möglich meine Familie nachholen.	I want my family to join me here as quickly as possible.	Je veux que ma famille me rejoigne ici aussi vite que possible	’awaddu ilHāq ‘ā’ilati bi (lamm ash-shamil) fi asra‘i waqten mumken	أود إلحاق عائلتي بي (لم الشمل) في أسرع وقت ممكن	Quiero reunirme con mi familia aquí lo más pronto posible	Mümkün olduğu kadar çabuk ailemi buraya getirmek istiyorum.		من می خواهم خانواده ام در سریع ترین وقت به من ملحق شن.		Ik wil dat mijn familie zo snel mogelijk bij mij komt.			Dëshiroj që familja ime të më bashkëngjitet këtu sa më shpejt.	Želim da mi se obitelj pridruži što prije.	Хоћу што пре да доведем своју породицу.	Я хотел(а) бы, чтобы моя семья переехала ко мне как можно быстрее.	Desidero che la mia famiglia mi raggiunga al più presto possibile	Aș dori ca familia mea să mă urmeze aici cât de repede posibil				Jag vill att min familj kommer hit så fort som möjligt.		Haluan että perheeni tulee tänne mahdollisimman pian			Chcem, aby sa tu ku mne moja rodina pripojila čo najskôr.	Azt szeretném, ha a családom mielőbb velem lehetne/követhetne.	Quero que a minha família venha ter comigo o mais rápido possível.	Thelo i ikogenia mou na me akolouthisi edo to syndomotero dinaton.	θέλω η οικογένεια μου να με ακολουθήσει εδώ το συντομότερο δυνατόν		Chci, aby se zde ke mě má rodina připojila co nejdříve.		Pragnę, aby moja rodzina dołączyła do mnie w najszybszym możliwym terminie.	Želim čim prej ujeti svojo družino / Želim se čim prej pridružiti svoji družini.	Gusto kong samahan ako ng aking pamilya rito sa lalong madaling panahon. 			Сакам моето семејство да ми се придружи штом поскоро.	
Ich verfüge über eine abgeschlossene Berufsausbildung.	I have completed my vocational training.	J'ai terminé ma formation professionnelle.	laqad akmaltu tadrībi al-mihaniy	لقد أكملت تدريبي المهني	He completado mi capacitación vocacional	Meslek eğitimim var.		من آموزش های حرفه ای من را به اتمام رسانده ام.		Ik heb een beroepsopleiding afgerond.			Kam mbaruar trajnimin tim profesional.	Završio/la sam stručno osposobljavanje.	Поседујем завршен занат.	Я прошел(а) профессиональную подготовку	Ho terminato la mia formazione professionale 	Mi-am terminat stagiul de instruire vocațională				Jag har slutfört yrkesutbildning.		Olen valmistunut ammattiin.			Mám dokončené odborné vzdelanie.	Befejeztem a szakirányú/szakmunkás tanulmányaimat.	Eu terminei a minha formação profissional.	exo oloklirosi tin epaggelmatiki mu katartisi	έχω ολοκληρώσει την επαγγελματική μου κατάρτιση		Mám dokončené profesní vzdělání.		Ukończyłem szkołę zawodową.	Imam poklicno izobrazbo.	Nakatapos ako ng bokasyonal na pagsasanay.			Имам завршено стручно оспособување. 	
